id,name,ort,bundesstaat,region,land,jahr,kilometerstand,pS,preisEuro,kraftstoff,schaltung,besitzer,kilometerPerLiter,hubraum,sitze
130435,Maruti Swift Dzire LDI,Pune,Maharashtra,Westindien,Indien,2017,57000,75,508924,Diesel,Manual,Erster,26.59,1248,5
130436,BMW 7 Series 2007-2012 750Li,Kochi,Kerala,S?dindien,Indien,2010,50161,406,3105032,Benzin,Automatisch,Erster,8.77,4395,5
130437,Maruti S Cross DDiS 320 Alpha,Kolkata,Westbengalen,Ostindien,Indien,2016,45000,119,838227,Diesel,Manual,Erster,22.7,1598,5
130438,Toyota Fortuner 4x4 AT,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,68319,170,3008037,Diesel,Automatisch,Erster,12.55,2982,7
130439,Hyundai EON 1.0 Magna Plus Option O,Kochi,Kerala,S?dindien,Indien,2017,30711,69,532873,Benzin,Manual,Erster,20.3,998,5
130440,Hyundai i20 1.4 CRDi Magna,Kolkata,Westbengalen,Ostindien,Indien,2011,38277,91,287392,Diesel,Manual,Erster,21.9,1396,5
130441,Volkswagen Vento Diesel Highline,Pune,Maharashtra,Westindien,Indien,2012,115000,105,518503,Diesel,Manual,Zweiter,20.54,1598,5
130442,Maruti Swift Dzire VXi AT,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,46849,84,829845,Benzin,Automatisch,Erster,18.5,1197,5
130443,Hyundai i20 Magna 1.4 CRDi,Ahmedabad,Gujarat,Westindien,Indien,2014,64000,91,508924,Diesel,Manual,Erster,21.9,1396,5
130444,Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,Maharashtra,Westindien,Indien,2010,130923,205,1496834,Diesel,Automatisch,Erster,14.21,2143,5
130445,Hyundai Grand i10 Sportz,Chennai,Tamil Nadu,Ostindien,Indien,2015,15000,83,586759,Benzin,Manual,Erster,18.9,1197,5
130446,Hyundai i20 1.4 CRDi Sportz,Mumbai,Maharashtra,Westindien,Indien,2014,32720,91,53886,Diesel,Manual,Erster,23,1396,5
130447,Renault KWID RXT,Jaipur,Rajastahn,Nordindien,Indien,2016,12500,54,35924,Benzin,Manual,Erster,25.17,799,5
130448,Hyundai Xcent 1.2 Kappa AT SX Option,Chennai,Tamil Nadu,Ostindien,Indien,2015,59800,83,694531,Benzin,Automatisch,Erster,16.9,1197,5
130449,Volkswagen Vento Benzin Highline,Pune,Maharashtra,Westindien,Indien,2011,54211,105,398757,Benzin,Manual,Erster,15.04,1598,5
130450,Chevrolet Cruze LTZ AT,Kochi,Kerala,S?dindien,Indien,2015,62242,165,792723,Diesel,Automatisch,Erster,14.39,1998,5
130451,Nissan Terrano XL 110 PS,Mumbai,Maharashtra,Westindien,Indien,2015,54000,110,688544,Diesel,Manual,Zweiter,19.01,1461,5
130452,Hyundai Verna 1.6 SX,Hyderabad,Telangana,S?dindien,Indien,2012,65000,128,74243,Diesel,Manual,Erster,22.32,1582,5
130453,Maruti Celerio VXI AMT,Chennai,Tamil Nadu,Ostindien,Indien,2015,55000,68,419113,Benzin,Automatisch,Erster,23.1,998,5
130454,Maruti Wagon R LXI,Pune,Maharashtra,Westindien,Indien,2010,71000,68,239493,Benzin,Manual,Erster,18.9,998,5
130455,Hyundai i20 Magna Optional 1.4 CRDi,Chennai,Tamil Nadu,Ostindien,Indien,2012,70000,90,478987,Diesel,Manual,Erster,21.9,1396,5
130456,Audi A4 1.8 TFSI,Mumbai,Maharashtra,Westindien,Indien,2011,53000,165,1137594,Benzin,Automatisch,Erster,12.3,1781,5
130457,BMW X1 sDrive20d,Mumbai,Maharashtra,Westindien,Indien,2013,43000,186,2095567,Diesel,Automatisch,Erster,17.05,1995,5
130458,Skoda Rapid 1.6 MPI AT Elegance Plus,Mumbai,Maharashtra,Westindien,Indien,2015,54000,105,731652,Benzin,Automatisch,Erster,14.3,1598,5
130459,Hyundai i10 Magna,Ahmedabad,Gujarat,Westindien,Indien,2014,51000,80,44905,Benzin,Manual,Erster,20.36,1197,5
130460,Mitsubishi Pajero 2.8 GLX CRZ,Hyderabad,Telangana,S?dindien,Indien,2007,78000,108,74243,Diesel,Manual,Zweiter,10.5,2835,6
130461,Honda City i DTEC SV,Mumbai,Maharashtra,Westindien,Indien,2014,25000,100,736442,Diesel,Manual,Erster,26,1498,5
130462,Maruti Alto K10 2010-2014 VXI,Pune,Maharashtra,Westindien,Indien,2012,12600,68,287392,Benzin,Manual,Erster,20.92,998,5
130463,Maruti Swift Ldi BSIII,Pune,Maharashtra,Westindien,Indien,2009,80000,76,257455,Diesel,Manual,Vierter & mehr,17.8,1248,5
130464,Hyundai Grand i10 Magna,Kolkata,Westbengalen,Ostindien,Indien,2016,21000,83,44905,Benzin,Manual,Erster,18.9,1197,5
130465,Ford Figo Benzin ZXI,Mumbai,Maharashtra,Westindien,Indien,2011,32000,71,257455,Benzin,Manual,Zweiter,15.6,1196,5
130466,Hyundai Grand i10 SportZ Edition,Bangalore,Karnataka,S?dindien,Indien,2015,50000,83,568797,Benzin,Manual,Erster,18.9,1197,5
130467,Maruti SX4 Vxi BSIV,Mumbai,Maharashtra,Westindien,Indien,2010,47500,104,293379,Benzin,Manual,Erster,15.5,1586,5
130468,Honda City i-VTEC VX,Mumbai,Maharashtra,Westindien,Indien,2017,7500,118,1335176,Benzin,Manual,Erster,17.4,1497,5
130469,Renault Duster 110PS Diesel RxZ AMT,Jaipur,Rajastahn,Nordindien,Indien,2016,68163,110,1065746,Diesel,Automatisch,Erster,19.6,1461,5
130470,Honda Amaze S i-Dtech,Ahmedabad,Gujarat,Westindien,Indien,2014,61000,100,520898,Diesel,Manual,Erster,25.8,1498,5
130471,Toyota Innova 2.5 Z Diesel 7 Seater,Jaipur,Rajastahn,Nordindien,Indien,2015,100000,102,1436961,Diesel,Manual,Zweiter,12.99,2494,7
130472,BMW 3 Series 320d Highline,Mumbai,Maharashtra,Westindien,Indien,2009,61500,183,1017847,Diesel,Automatisch,Zweiter,16.07,1995,5
130473,Hyundai i10 Magna 1.1 iTech SE,Kochi,Kerala,S?dindien,Indien,2017,42883,69,511318,Benzin,Manual,Erster,19.81,1086,5
130474,Renault Duster 85PS Diesel RxL Optional with Nav,Jaipur,Rajastahn,Nordindien,Indien,2012,97000,85,508924,Diesel,Manual,Zweiter,20.45,1461,5
130475,Mitsubishi Outlander 2.4,Bangalore,Karnataka,S?dindien,Indien,2010,39525,172,1107657,Benzin,Automatisch,Erster,11.3,2360,5
130476,Maruti Vitara Brezza LDi,Kochi,Kerala,S?dindien,Indien,2017,35384,89,1031019,Diesel,Manual,Erster,24.3,1248,5
130477,Mercedes-Benz R-Class R350 CDI 4MATIC,Hyderabad,Telangana,S?dindien,Indien,2010,46000,264,3352908,Diesel,Automatisch,Erster,11.8,2987,7
130478,Ford EcoSport 1.5 Diesel Titanium,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,32189,100,1107657,Diesel,Manual,Erster,23,1498,5
130479,Hyundai Verna 1.6 CRDI AT SX Option,Chennai,Tamil Nadu,Ostindien,Indien,2016,27000,127,1029822,Diesel,Automatisch,Erster,19.08,1582,5
130480,Volkswagen Polo 1.2 MPI Highline,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,22734,75,901693,Benzin,Manual,Erster,16.47,1198,5
130481,Renault Duster 110PS Diesel RxL,Mumbai,Maharashtra,Westindien,Indien,2014,58002,110,688544,Diesel,Manual,Erster,19.64,1461,5
130482,Honda Brio S Option AT,Chennai,Tamil Nadu,Ostindien,Indien,2012,31500,88,496949,Benzin,Automatisch,Erster,16.5,1198,5
130483,Ford Figo 2015-2019 1.2P Titanium MT,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,30933,88,699321,Benzin,Manual,Erster,18.16,1196,5
130484,Audi A6 2.0 TDI Design Edition,Kolkata,Westbengalen,Ostindien,Indien,2012,27090,190,1975821,Diesel,Automatisch,Erster,18.53,1968,5
130485,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,Maharashtra,Westindien,Indien,2015,29500,261,5149109,Diesel,Automatisch,Erster,15.97,2993,7
130486,Hyundai i10 Sportz Option,Pune,Maharashtra,Westindien,Indien,2013,45000,80,425101,Benzin,Manual,Erster,20.36,1197,5
130487,Hyundai i20 1.2 Asta Option,Hyderabad,Telangana,S?dindien,Indien,2018,11691,83,1065746,Benzin,Manual,Erster,18.6,1197,5
130488,Skoda Octavia L and K 1.9 TDI MT,Hyderabad,Telangana,S?dindien,Indien,2006,121000,91,299367,Diesel,Manual,Zweiter,16.4,1896,5
130489,Hyundai Verna Transform SX VGT CRDi,Hyderabad,Telangana,S?dindien,Indien,2010,118077,111,461025,Diesel,Manual,Erster,16.2,1493,5
130490,Hyundai Verna 1.6 SX VTVT (O) AT,Chennai,Tamil Nadu,Ostindien,Indien,2012,36300,123,8981,Benzin,Automatisch,Dritter,17.1,1591,5
130491,Hyundai Getz GVS,Mumbai,Maharashtra,Westindien,Indien,2005,90000,62,215544,Benzin,Manual,Zweiter,15.3,1341,5
130492,Ford Figo Diesel EXI,Chennai,Tamil Nadu,Ostindien,Indien,2010,78000,69,26943,Diesel,Manual,Erster,20,1399,5
130493,Audi A6 2011-2015 35 TDI Technology,Mumbai,Maharashtra,Westindien,Indien,2015,42000,176,2903858,Diesel,Automatisch,Erster,17.68,1968,5
130494,Volkswagen Polo 1.2 MPI Highline,Mumbai,Maharashtra,Westindien,Indien,2015,27000,75,520898,Benzin,Manual,Erster,16.47,1198,5
130495,BMW X1 sDrive20d,Kolkata,Westbengalen,Ostindien,Indien,2012,22000,186,1377087,Diesel,Automatisch,Erster,17.05,1995,5
130496,Honda City i VTEC SV,Kolkata,Westbengalen,Ostindien,Indien,2014,49000,118,568797,Benzin,Manual,Erster,17.4,1497,5
130497,Hyundai i20 Sportz Option Diesel,Hyderabad,Telangana,S?dindien,Indien,2012,42600,91,597536,Diesel,Manual,Erster,23,1396,5
130498,Honda Jazz 1.2 V CVT i VTEC,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,12794,90,1095682,Benzin,Automatisch,Erster,19,1199,5
130499,Honda CR-V 2.4 AT,Hyderabad,Telangana,S?dindien,Indien,2014,88046,154,1675256,Benzin,Automatisch,Erster,10.1,2354,5
130500,Mercedes-Benz A Class A180 CDI,Bangalore,Karnataka,S?dindien,Indien,2014,8000,108,2364998,Diesel,Automatisch,Zweiter,20,2143,5
130501,Mahindra XUV500 AT W10 AWD,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,82739,141,2008152,Diesel,Automatisch,Erster,16,2179,7
130502,Mahindra Bolero SLX 2WD,Bangalore,Karnataka,S?dindien,Indien,2006,193000,64,299367,Diesel,Manual,Dritter,13.6,2523,7
130503,Renault Scala RxL AT,Mumbai,Maharashtra,Westindien,Indien,2013,7000,101,437075,Benzin,Automatisch,Erster,17.97,1498,5
130504,Land Rover Freelander 2 HSE SD4,Ahmedabad,Gujarat,Westindien,Indien,2012,60000,190,2814048,Diesel,Automatisch,Zweiter,12.35,2179,5
130505,Maruti Alto 800 VXI,Pune,Maharashtra,Westindien,Indien,2017,38000,48,372412,Benzin,Manual,Erster,22.74,796,5
130506,Toyota Etios G,Kochi,Kerala,S?dindien,Indien,2013,56344,90,547242,Benzin,Manual,Erster,17.6,1496,5
130507,Hyundai i20 Sportz Option,Mumbai,Maharashtra,Westindien,Indien,2014,17858,81,637053,Benzin,Manual,Erster,17,1197,5
130508,Hyundai i10 Sportz,Hyderabad,Telangana,S?dindien,Indien,2012,53000,80,383189,Benzin,Manual,Erster,20.36,1197,5
130509,Maruti Swift VDI BSIV,Kochi,Kerala,S?dindien,Indien,2016,67906,75,674174,Diesel,Manual,Erster,25.2,1248,5
130510,Hyundai EON Magna Plus,Hyderabad,Telangana,S?dindien,Indien,2015,19000,56,35924,Benzin,Manual,Erster,21.1,814,5
130511,BMW 3 Series 320d,Mumbai,Maharashtra,Westindien,Indien,2010,67000,192,1107657,Diesel,Automatisch,Zweiter,22.69,1995,5
130512,Tata Indigo XL Classic Dicor,Delhi,DelhiStaat,Nordindien,Indien,2011,80000,71,143696,Diesel,Manual,Erster,23.57,1396,5
130513,Maruti Alto 800 LXI,Delhi,DelhiStaat,Nordindien,Indien,2015,61000,48,257455,Benzin,Manual,Erster,22.74,796,5
130514,Volkswagen Polo Diesel Highline 1.2L,Pune,Maharashtra,Westindien,Indien,2010,39000,75,365227,Diesel,Manual,Erster,22.07,1199,5
130515,Toyota Corolla Altis VL AT,Ahmedabad,Gujarat,Westindien,Indien,2014,59000,139,1377087,Benzin,Automatisch,Erster,14.28,1798,5
130516,Hyundai Santro Xing GLS,Hyderabad,Telangana,S?dindien,Indien,2008,80931,63,275417,Benzin,Manual,Erster,17.92,1086,5
130517,Maruti Swift ZXI,Kolkata,Westbengalen,Ostindien,Indien,2016,34000,83,592746,Benzin,Manual,Erster,20.4,1197,5
130518,Renault Scala Diesel RxL,Hyderabad,Telangana,S?dindien,Indien,2013,130000,86,568797,Diesel,Manual,Erster,21.64,1461,5
130519,Maruti Vitara Brezza ZDi Plus,Coimbatore,Tamil Nadu,Ostindien,Indien,2018,52380,89,1215429,Diesel,Manual,Erster,24.3,1248,5
130520,Nissan Micra XV,Kolkata,Westbengalen,Ostindien,Indien,2011,44000,76,317329,Benzin,Manual,Erster,18.06,1198,5
130521,Ford Figo Diesel EXI,Hyderabad,Telangana,S?dindien,Indien,2015,84000,69,455038,Diesel,Manual,Erster,20,1399,5
130522,Honda CR-V 2.0 AT,Kochi,Kerala,S?dindien,Indien,2017,41697,143,1997375,Benzin,Automatisch,Erster,13.1,1997,5
130523,Nissan Terrano XV 110 PS,Pune,Maharashtra,Westindien,Indien,2014,163000,110,598734,Diesel,Manual,Erster,19.01,1461,5
130524,Toyota Etios Liva 1.2 G,Chennai,Tamil Nadu,Ostindien,Indien,2011,42000,80,44905,Benzin,Manual,Zweiter,17.71,1197,5
130525,Hyundai i20 Asta 1.4 CRDi,Jaipur,Rajastahn,Nordindien,Indien,2013,129000,90,492159,Diesel,Manual,Dritter,21.27,1396,5
130526,Ford Figo Aspire 1.2 Ti-VCT Ambiente,Chennai,Tamil Nadu,Ostindien,Indien,2015,32200,88,508924,Benzin,Manual,Zweiter,18.16,1196,5
130527,Mitsubishi Pajero 2.8 GLX CRZ,Mumbai,Maharashtra,Westindien,Indien,2004,129000,108,413126,Diesel,Manual,Erster,10.5,2835,6
130528,Audi A4 2.0 TDI 177  Premium Plus,Bangalore,Karnataka,S?dindien,Indien,2014,40000,176,2694301,Diesel,Automatisch,Erster,17.11,1968,5
130529,Toyota Innova 2.0 E,Delhi,DelhiStaat,Nordindien,Indien,2006,150000,133,53886,Benzin,Manual,Erster,12.4,1998,8
130530,Chevrolet Aveo U-VA 1.2 LS,Jaipur,Rajastahn,Nordindien,Indien,2007,140000,76,107772,Benzin,Manual,Erster,15.26,1150,5
130531,Hyundai Getz GLS,Hyderabad,Telangana,S?dindien,Indien,2006,63181,84,221531,Benzin,Manual,Erster,15.3,1341,5
130532,Honda Amaze S i-Dtech,Kolkata,Westbengalen,Ostindien,Indien,2013,39575,100,389177,Diesel,Manual,Erster,25.8,1498,5
130533,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,70374,91,878941,Diesel,Manual,Erster,22.7,1498,5
130534,Volkswagen CrossPolo 1.5 TDI,Kolkata,Westbengalen,Ostindien,Indien,2015,26256,89,508924,Diesel,Manual,Erster,20.14,1498,5
130535,Hyundai Elite i20 Benzin Sportz,Delhi,DelhiStaat,Nordindien,Indien,2016,13460,83,772366,Benzin,Manual,Erster,18.6,1197,5
130536,Toyota Innova 2.5 V Diesel 8-seater,Chennai,Tamil Nadu,Ostindien,Indien,2011,122000,103,1287277,Diesel,Manual,Zweiter,12.8,2494,8
130537,Mercedes-Benz M-Class ML 250 CDI,Kolkata,Westbengalen,Ostindien,Indien,2015,58589,205,3322971,Diesel,Automatisch,Erster,15.26,2143,5
130538,Maruti Wagon R LX BSIII,Jaipur,Rajastahn,Nordindien,Indien,2005,115000,65,118549,Benzin,Manual,Zweiter,17.3,1061,5
130539,Ford Endeavour 2.2 Trend AT 4X2,Pune,Maharashtra,Westindien,Indien,2016,75000,160,2873921,Diesel,Automatisch,Erster,12.62,2198,7
130540,Hyundai Elite i20 Benzin Sportz,Jaipur,Rajastahn,Nordindien,Indien,2016,30292,83,730455,Benzin,Manual,Erster,18.6,1197,5
130541,Honda WRV i-VTEC VX,Ahmedabad,Gujarat,Westindien,Indien,2017,32248,90,98791,Benzin,Manual,Erster,17.5,1199,5
130542,Volkswagen Polo Benzin Highline 1.2L,Bangalore,Karnataka,S?dindien,Indien,2013,74000,75,556822,Benzin,Manual,Erster,16.47,1198,5
130543,Honda CR-V 2.0L 2WD MT,Mumbai,Maharashtra,Westindien,Indien,2014,56100,155,116753,Benzin,Manual,Erster,13.7,1997,5
130544,Hyundai Grand i10 1.2 Kappa Asta,Bangalore,Karnataka,S?dindien,Indien,2014,61325,83,526886,Benzin,Manual,Erster,18.9,1197,5
130545,Maruti Swift Dzire VXI,Kolkata,Westbengalen,Ostindien,Indien,2014,33000,87,477789,Benzin,Manual,Erster,19.1,1197,5
130546,BMW 5 Series 2003-2012 530d,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,18090,261,5476017,Diesel,Automatisch,Erster,16.2,2993,5
130547,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,Kerala,S?dindien,Indien,2014,71390,91,631065,Diesel,Manual,Erster,22.7,1498,5
130548,Maruti Wagon R LXI CNG,Mumbai,Maharashtra,Westindien,Indien,2014,41000,59,419113,CNG,Manual,Erster,36.68,998,5
130549,Honda City i DTec V,Ahmedabad,Gujarat,Westindien,Indien,2016,67000,100,868164,Diesel,Manual,Erster,26,1498,5
130550,Tata Indigo LS,Chennai,Tamil Nadu,Ostindien,Indien,2008,99000,71,191595,Diesel,Manual,Zweiter,17,1405,5
130551,Renault Duster 110PS Diesel RxL,Pune,Maharashtra,Westindien,Indien,2014,142000,110,71848,Diesel,Manual,Zweiter,19.01,1461,5
130552,Hyundai i10 Sportz,Chennai,Tamil Nadu,Ostindien,Indien,2010,26966,80,35924,Benzin,Manual,Erster,20.36,1197,5
130553,Honda Jazz 1.2 SV i VTEC,Mumbai,Maharashtra,Westindien,Indien,2015,27628,90,592746,Benzin,Manual,Erster,18.7,1199,5
130554,Maruti SX4 S Cross DDiS 200 Zeta,Hyderabad,Telangana,S?dindien,Indien,2016,82497,89,1076523,Diesel,Manual,Erster,23.65,1248,5
130555,Honda Aord VTi-L MT,Mumbai,Maharashtra,Westindien,Indien,2007,86000,145,221531,Benzin,Manual,Dritter,11.9,2354,5
130556,Volkswagen Polo Benzin Comfortline 1.2L,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,26981,75,73764,Benzin,Manual,Erster,16.47,1198,5
130557,Maruti Ritz VDi,Hyderabad,Telangana,S?dindien,Indien,2010,110471,75,419113,Diesel,Manual,Erster,21.1,1248,5
130558,Honda Amaze S Benzin,Jaipur,Rajastahn,Nordindien,Indien,2014,69000,90,53886,Benzin,Manual,Erster,19.5,1199,5
130559,Hyundai i20 1.2 Asta Option,Hyderabad,Telangana,S?dindien,Indien,2017,12000,83,928037,Benzin,Manual,Erster,18.6,1197,5
130560,Renault Duster 85PS Diesel RxL,Hyderabad,Telangana,S?dindien,Indien,2014,77500,85,790328,Diesel,Manual,Erster,20.45,1461,5
130561,Hyundai Grand i10 Magna,Kochi,Kerala,S?dindien,Indien,2014,48031,83,596339,Benzin,Manual,Erster,18.9,1197,5
130562,BMW 3 Series 320d Highline,Chennai,Tamil Nadu,Ostindien,Indien,2008,170000,183,116753,Diesel,Automatisch,Dritter,16.07,1995,5
130563,Ford Ecosport 1.5 DV5 MT Trend,Mumbai,Maharashtra,Westindien,Indien,2014,69565,91,664594,Diesel,Manual,Erster,22.7,1498,5
130564,Volkswagen Vento 1.5 TDI Highline AT,Hyderabad,Telangana,S?dindien,Indien,2016,45492,110,1233391,Diesel,Automatisch,Erster,21.5,1498,5
130565,Honda Aord 2.4 AT,Chennai,Tamil Nadu,Ostindien,Indien,2011,85000,179,8981,Benzin,Automatisch,Zweiter,11.7,2354,5
130566,Chevrolet Aveo 1.4,Hyderabad,Telangana,S?dindien,Indien,2008,55902,94,215544,Benzin,Manual,Erster,14.49,1399,5
130567,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,Telangana,S?dindien,Indien,2017,18500,75,748417,Benzin,Manual,Erster,16.2,1199,5
130568,Mahindra Xylo D4 BS III,Hyderabad,Telangana,S?dindien,Indien,2015,129750,95,814278,Diesel,Manual,Zweiter,14.95,2489,7
130569,Hyundai i10 Magna AT,Hyderabad,Telangana,S?dindien,Indien,2009,50902,81,35924,Benzin,Automatisch,Erster,19.2,1197,5
130570,Mahindra XUV500 W8 4WD,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,84725,141,1389062,Diesel,Manual,Erster,15.1,2179,7
130571,Hyundai Elantra CRDi SX,Mumbai,Maharashtra,Westindien,Indien,2013,40000,128,83224,Diesel,Manual,Zweiter,22.7,1582,5
130572,Volkswagen Passat 1.8 TSI MT,Mumbai,Maharashtra,Westindien,Indien,2010,60000,162,419113,Benzin,Manual,Dritter,14.3,1798,5
130573,Hyundai Grand i10 1.2 Kappa Sportz,Coimbatore,Tamil Nadu,Ostindien,Indien,2014,33496,83,658607,Benzin,Manual,Erster,18.9,1197,5
130574,Hyundai i20 Asta Option 1.2,Mumbai,Maharashtra,Westindien,Indien,2015,25000,83,676569,Benzin,Manual,Erster,18.6,1197,5
130575,Chevrolet Enjoy TCDi LS 8 Seater,Ahmedabad,Gujarat,Westindien,Indien,2013,71000,75,389177,Diesel,Manual,Erster,18.2,1248,8
130576,Skoda Rapid 1.6 MPI AT Ambition Plus Alloy,Coimbatore,Tamil Nadu,Ostindien,Indien,2015,20826,105,924445,Benzin,Automatisch,Erster,14.3,1598,5
130577,Hyundai Creta 1.6 CRDi SX,Pune,Maharashtra,Westindien,Indien,2016,42244,127,1436961,Diesel,Manual,Erster,19.67,1582,5
130578,Chevrolet Beat Diesel PS,Jaipur,Rajastahn,Nordindien,Indien,2013,98598,58,185607,Diesel,Manual,Erster,25.44,936,5
130579,Toyota Fortuner 3.0 Diesel,Delhi,DelhiStaat,Nordindien,Indien,2011,62100,173,1287277,Diesel,Manual,Erster,11.5,2982,7
130580,Hyundai i20 Sportz Option 1.2,Coimbatore,Tamil Nadu,Ostindien,Indien,2016,44238,83,804698,Benzin,Manual,Erster,18.6,1197,5
130581,Audi Q7 3.0 TDI quattro,Coimbatore,Tamil Nadu,Ostindien,Indien,2012,91743,244,3418769,Diesel,Automatisch,Erster,12.07,2967,7
130582,Porsche Panamera Diesel,Bangalore,Karnataka,S?dindien,Indien,2013,19828,303,8981003,Diesel,Automatisch,Zweiter,17.85,2967,4
130583,Honda City i VTEC VX,Hyderabad,Telangana,S?dindien,Indien,2016,36891,118,1256143,Benzin,Manual,Erster,17.8,1497,5
130584,Mahindra Quanto C4,Hyderabad,Telangana,S?dindien,Indien,2012,90049,101,455038,Diesel,Manual,Erster,17.21,1493,7
130585,Audi A4 2.0 TDI Multitronic,Ahmedabad,Gujarat,Westindien,Indien,2012,74002,141,2215314,Diesel,Automatisch,Erster,16.55,1968,5
130586,Hyundai Sonata Transform 2.4 GDi AT,Kolkata,Westbengalen,Ostindien,Indien,2013,41000,200,71848,Benzin,Automatisch,Erster,12.37,2359,5
130587,Hyundai Verna 1.6 SX,Hyderabad,Telangana,S?dindien,Indien,2012,83678,128,658607,Diesel,Manual,Erster,22.32,1582,5
130588,Maruti Wagon R LXI BS IV,Pune,Maharashtra,Westindien,Indien,2010,91000,68,275417,Benzin,Manual,Erster,18.9,998,5
130589,Maruti Ertiga SHVS ZDI Plus,Jaipur,Rajastahn,Nordindien,Indien,2016,50000,89,1041796,Diesel,Manual,Erster,24.52,1248,7
130590,Hyundai Xcent 1.1 CRDi S Option,Delhi,DelhiStaat,Nordindien,Indien,2015,58000,72,592746,Diesel,Manual,Erster,24.4,1120,5
130591,Maruti Swift VDI,Jaipur,Rajastahn,Nordindien,Indien,2012,80000,75,508924,Diesel,Manual,Erster,22.9,1248,5
130592,Mahindra XUV500 W6 2WD,Kochi,Kerala,S?dindien,Indien,2017,41290,141,1310029,Diesel,Manual,Zweiter,16,2179,7
130593,BMW 5 Series 520d Luxury Line,Delhi,DelhiStaat,Nordindien,Indien,2013,65000,192,2545815,Diesel,Automatisch,Erster,22.48,1995,5
130594,Toyota Corolla Altis 1.8 G,Bangalore,Karnataka,S?dindien,Indien,2016,16471,139,1377087,Benzin,Manual,Zweiter,14.28,1798,5
130595,Hyundai i20 Asta 1.4 CRDi,Pune,Maharashtra,Westindien,Indien,2015,54339,90,71848,Diesel,Manual,Zweiter,22.54,1396,5
130596,Mahindra KUV 100 mFALCON G80 K2,Hyderabad,Telangana,S?dindien,Indien,2016,24025,83,490962,Benzin,Manual,Erster,18.15,1198,6
130597,Maruti Alto 800 2016-2019 LXI,Kolkata,Westbengalen,Ostindien,Indien,2013,24027,48,240691,Benzin,Manual,Erster,24.7,796,5
130598,Fiat Punto EVO 1.2 Emotion,Hyderabad,Telangana,S?dindien,Indien,2010,59270,68,311341,Benzin,Manual,Erster,15.7,1172,5
130599,Maruti Wagon R VXI BS IV,Kolkata,Westbengalen,Ostindien,Indien,2012,40000,68,281405,Benzin,Manual,Erster,18.9,998,5
130600,Mitsubishi Pajero 4X4 LHD,Bangalore,Karnataka,S?dindien,Indien,2012,155566,120,1095682,Diesel,Manual,Zweiter,9.5,2835,6
130601,Honda Brio EX MT,Chennai,Tamil Nadu,Ostindien,Indien,2013,42320,88,347265,Benzin,Manual,Erster,19.4,1198,5
130602,Hyundai i20 Asta Option 1.4 CRDi,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,24153,90,1099275,Diesel,Manual,Zweiter,22.54,1396,5
130603,Hyundai Creta 1.6 SX Plus Benzin Automatic,Mumbai,Maharashtra,Westindien,Indien,2016,27000,123,13711,Benzin,Automatisch,Erster,13,1591,5
130604,Maruti Alto Green LXi (CNG),Hyderabad,Telangana,S?dindien,Indien,2012,92000,39,251468,CNG,Manual,Zweiter,37.56,796,5
130605,Honda Amaze S i-VTEC,Kochi,Kerala,S?dindien,Indien,2017,61795,88,662199,Benzin,Manual,Erster,17.8,1198,5
130606,Mahindra KUV 100 mFALCON G80 K6 Plus,Chennai,Tamil Nadu,Ostindien,Indien,2016,13500,83,44905,Benzin,Manual,Erster,18.15,1198,6
130607,Honda City i-VTEC CVT VX,Pune,Maharashtra,Westindien,Indien,2018,4500,118,1496834,Benzin,Automatisch,Erster,18,1497,5
130608,Mahindra XUV500 AT W10 FWD,Mumbai,Maharashtra,Westindien,Indien,2017,23000,141,1856074,Diesel,Automatisch,Erster,16,2179,7
130609,Mercedes-Benz New C-Class 220 CDI AT,Mumbai,Maharashtra,Westindien,Indien,2013,80578,172,1736327,Diesel,Automatisch,Zweiter,14.84,2143,5
130610,Renault Duster 110PS Diesel RxZ AMT,Coimbatore,Tamil Nadu,Ostindien,Indien,2017,42646,110,1492044,Diesel,Automatisch,Erster,19.6,1461,5
130611,Volkswagen Polo 1.2 MPI Comfortline,Bangalore,Karnataka,S?dindien,Indien,2014,30000,75,62867,Benzin,Manual,Zweiter,16.47,1198,5
